Imdb Rank,Title,Season,Episode,Type,Episode Rating,Episode Rating Count,Global Series Rating,Global Rating Count,Duration (min),Genres,Day,Month,Year
97,The Simpsons,21,19,TV Series,6.8,1292,8.7,432638,22.0,"Animation ,Comedy",25.0,4.0,2010.0
97,The Simpsons,21,20,TV Series,7.1,1336,8.7,432638,22.0,"Animation ,Comedy",2.0,5.0,2010.0
97,The Simpsons,21,21,TV Series,7.0,1301,8.7,432638,22.0,"Animation ,Comedy",9.0,5.0,2010.0
97,The Simpsons,21,22,TV Series,7.3,1425,8.7,432638,22.0,"Animation ,Comedy",16.0,5.0,2010.0
97,The Simpsons,21,23,TV Series,6.5,1323,8.7,432638,22.0,"Animation ,Comedy",23.0,5.0,2010.0
97,The Simpsons,22,1,TV Series,6.1,1531,8.7,432638,22.0,"Animation ,Comedy",26.0,9.0,2010.0
97,The Simpsons,22,2,TV Series,6.7,1282,8.7,432638,22.0,"Animation ,Comedy",3.0,10.0,2010.0
97,The Simpsons,22,3,TV Series,6.7,1343,8.7,432638,22.0,"Animation ,Comedy",10.0,10.0,2010.0
97,The Simpsons,22,4,TV Series,7.1,1664,8.7,432638,22.0,"Animation ,Comedy",7.0,11.0,2010.0
97,The Simpsons,22,5,TV Series,7.2,1300,8.7,432638,22.0,"Animation ,Comedy",14.0,11.0,2010.0
97,The Simpsons,22,6,TV Series,6.5,1259,8.7,432638,22.0,"Animation ,Comedy",21.0,11.0,2010.0
97,The Simpsons,22,7,TV Series,6.3,1257,8.7,432638,22.0,"Animation ,Comedy",28.0,11.0,2010.0
97,The Simpsons,22,8,TV Series,6.7,1383,8.7,432638,22.0,"Animation ,Comedy",5.0,12.0,2010.0
97,The Simpsons,22,9,TV Series,7.0,1336,8.7,432638,22.0,"Animation ,Comedy",12.0,12.0,2010.0
97,The Simpsons,22,10,TV Series,6.3,1195,8.7,432638,22.0,"Animation ,Comedy",9.0,1.0,2011.0
97,The Simpsons,22,11,TV Series,6.7,1302,8.7,432638,22.0,"Animation ,Comedy",16.0,1.0,2011.0
97,The Simpsons,22,12,TV Series,6.9,1239,8.7,432638,22.0,"Animation ,Comedy",23.0,1.0,2011.0
97,The Simpsons,22,13,TV Series,6.7,1228,8.7,432638,22.0,"Animation ,Comedy",13.0,2.0,2011.0
97,The Simpsons,22,14,TV Series,7.2,1409,8.7,432638,22.0,"Animation ,Comedy",20.0,2.0,2011.0
97,The Simpsons,22,15,TV Series,6.6,1304,8.7,432638,22.0,"Animation ,Comedy",6.0,3.0,2011.0
97,The Simpsons,22,16,TV Series,6.0,1226,8.7,432638,22.0,"Animation ,Comedy",13.0,3.0,2011.0
97,The Simpsons,22,17,TV Series,6.1,1290,8.7,432638,22.0,"Animation ,Comedy",27.0,3.0,2011.0
97,The Simpsons,22,18,TV Series,6.8,1268,8.7,432638,22.0,"Animation ,Comedy",10.0,4.0,2011.0
97,The Simpsons,22,19,TV Series,6.5,1295,8.7,432638,22.0,"Animation ,Comedy",1.0,5.0,2011.0
97,The Simpsons,22,20,TV Series,7.1,1281,8.7,432638,22.0,"Animation ,Comedy",8.0,5.0,2011.0
97,The Simpsons,22,21,TV Series,7.3,1355,8.7,432638,22.0,"Animation ,Comedy",15.0,5.0,2011.0
97,The Simpsons,22,22,TV Series,7.0,1339,8.7,432638,22.0,"Animation ,Comedy",22.0,5.0,2011.0
97,The Simpsons,23,1,TV Series,7.1,1544,8.7,432638,22.0,"Animation ,Comedy",25.0,9.0,2011.0
97,The Simpsons,23,2,TV Series,7.1,1413,8.7,432638,22.0,"Animation ,Comedy",2.0,10.0,2011.0
97,The Simpsons,23,3,TV Series,6.4,1660,8.7,432638,22.0,"Animation ,Comedy",30.0,10.0,2011.0
97,The Simpsons,23,4,TV Series,6.4,1252,8.7,432638,22.0,"Animation ,Comedy",6.0,11.0,2011.0
97,The Simpsons,23,5,TV Series,7.1,1397,8.7,432638,22.0,"Animation ,Comedy",13.0,11.0,2011.0
97,The Simpsons,23,6,TV Series,7.9,1863,8.7,432638,22.0,"Animation ,Comedy",20.0,11.0,2011.0
97,The Simpsons,23,7,TV Series,6.7,1222,8.7,432638,22.0,"Animation ,Comedy",27.0,11.0,2011.0
97,The Simpsons,23,8,TV Series,6.1,1167,8.7,432638,22.0,"Animation ,Comedy",4.0,12.0,2011.0
97,The Simpsons,23,9,TV Series,8.3,2303,8.7,432638,22.0,"Animation ,Comedy",11.0,12.0,2011.0
97,The Simpsons,23,10,TV Series,6.0,1313,8.7,432638,22.0,"Animation ,Comedy",8.0,1.0,2012.0
97,The Simpsons,23,11,TV Series,6.9,1348,8.7,432638,22.0,"Animation ,Comedy",15.0,1.0,2012.0
97,The Simpsons,23,12,TV Series,5.8,1407,8.7,432638,22.0,"Animation ,Comedy",29.0,1.0,2012.0
97,The Simpsons,23,13,TV Series,6.3,1207,8.7,432638,22.0,"Animation ,Comedy",12.0,2.0,2012.0
97,The Simpsons,23,14,TV Series,6.9,1384,8.7,432638,22.0,"Animation ,Comedy",19.0,2.0,2012.0
97,The Simpsons,23,15,TV Series,6.8,1186,8.7,432638,22.0,"Animation ,Comedy",4.0,3.0,2012.0
97,The Simpsons,23,16,TV Series,7.2,1403,8.7,432638,22.0,"Animation ,Comedy",11.0,3.0,2012.0
97,The Simpsons,23,17,TV Series,6.9,1308,8.7,432638,22.0,"Animation ,Comedy",18.0,3.0,2012.0
97,The Simpsons,23,18,TV Series,7.1,1288,8.7,432638,22.0,"Animation ,Comedy",15.0,4.0,2012.0
97,The Simpsons,23,19,TV Series,7.6,1593,8.7,432638,22.0,"Animation ,Comedy",29.0,4.0,2012.0
97,The Simpsons,23,20,TV Series,6.8,1123,8.7,432638,22.0,"Animation ,Comedy",6.0,5.0,2012.0
97,The Simpsons,23,21,TV Series,6.6,1209,8.7,432638,22.0,"Animation ,Comedy",13.0,5.0,2012.0
97,The Simpsons,23,22,TV Series,4.0,3300,8.7,432638,22.0,"Animation ,Comedy",20.0,5.0,2012.0
97,The Simpsons,24,1,TV Series,6.3,1419,8.7,432638,22.0,"Animation ,Comedy",30.0,9.0,2012.0
97,The Simpsons,24,2,TV Series,7.2,1567,8.7,432638,22.0,"Animation ,Comedy",7.0,10.0,2012.0
97,The Simpsons,24,3,TV Series,6.8,1208,8.7,432638,22.0,"Animation ,Comedy",4.0,11.0,2012.0
97,The Simpsons,24,4,TV Series,6.7,1171,8.7,432638,22.0,"Animation ,Comedy",11.0,11.0,2012.0
97,The Simpsons,24,5,TV Series,6.3,1131,8.7,432638,22.0,"Animation ,Comedy",18.0,11.0,2012.0
97,The Simpsons,24,6,TV Series,6.3,1160,8.7,432638,22.0,"Animation ,Comedy",25.0,11.0,2012.0
97,The Simpsons,24,7,TV Series,6.9,1309,8.7,432638,22.0,"Animation ,Comedy",9.0,12.0,2012.0
97,The Simpsons,24,8,TV Series,7.2,1206,8.7,432638,22.0,"Animation ,Comedy",16.0,12.0,2012.0
97,The Simpsons,24,9,TV Series,6.7,1131,8.7,432638,22.0,"Animation ,Comedy",6.0,1.0,2013.0
97,The Simpsons,24,10,TV Series,7.0,1131,8.7,432638,22.0,"Animation ,Comedy",13.0,1.0,2013.0
97,The Simpsons,24,11,TV Series,6.5,1145,8.7,432638,22.0,"Animation ,Comedy",27.0,1.0,2013.0
97,The Simpsons,24,12,TV Series,6.2,1199,8.7,432638,22.0,"Animation ,Comedy",10.0,2.0,2013.0
97,The Simpsons,24,13,TV Series,7.0,1166,8.7,432638,22.0,"Animation ,Comedy",17.0,2.0,2013.0
97,The Simpsons,24,14,TV Series,6.2,1174,8.7,432638,22.0,"Animation ,Comedy",3.0,3.0,2013.0
97,The Simpsons,24,15,TV Series,6.9,1188,8.7,432638,22.0,"Animation ,Comedy",10.0,3.0,2013.0
97,The Simpsons,24,16,TV Series,7.1,1204,8.7,432638,22.0,"Animation ,Comedy",17.0,3.0,2013.0
97,The Simpsons,24,17,TV Series,6.4,1158,8.7,432638,22.0,"Animation ,Comedy",14.0,4.0,2013.0
97,The Simpsons,24,18,TV Series,6.4,1133,8.7,432638,22.0,"Animation ,Comedy",28.0,4.0,2013.0
97,The Simpsons,24,19,TV Series,6.7,1063,8.7,432638,22.0,"Animation ,Comedy",5.0,5.0,2013.0
97,The Simpsons,24,20,TV Series,6.3,1103,8.7,432638,22.0,"Animation ,Comedy",12.0,5.0,2013.0
97,The Simpsons,24,21,TV Series,7.1,1259,8.7,432638,22.0,"Animation ,Comedy",19.0,5.0,2013.0
97,The Simpsons,24,22,TV Series,7.0,1148,8.7,432638,22.0,"Animation ,Comedy",19.0,5.0,2013.0
97,The Simpsons,25,1,TV Series,6.9,1494,8.7,432638,22.0,"Animation ,Comedy",29.0,9.0,2013.0
97,The Simpsons,25,2,TV Series,6.9,1624,8.7,432638,22.0,"Animation ,Comedy",6.0,10.0,2013.0
97,The Simpsons,25,3,TV Series,6.4,1223,8.7,432638,22.0,"Animation ,Comedy",3.0,11.0,2013.0
97,The Simpsons,25,4,TV Series,6.5,1261,8.7,432638,22.0,"Animation ,Comedy",10.0,11.0,2013.0
97,The Simpsons,25,5,TV Series,6.8,1190,8.7,432638,22.0,"Animation ,Comedy",17.0,11.0,2013.0
97,The Simpsons,25,6,TV Series,6.4,1251,8.7,432638,22.0,"Animation ,Comedy",24.0,11.0,2013.0
97,The Simpsons,25,7,TV Series,6.7,1198,8.7,432638,22.0,"Animation ,Comedy",8.0,12.0,2013.0
97,The Simpsons,25,8,TV Series,6.5,1209,8.7,432638,22.0,"Animation ,Comedy",15.0,12.0,2013.0
97,The Simpsons,25,9,TV Series,7.7,1661,8.7,432638,22.0,"Animation ,Comedy",5.0,1.0,2014.0
97,The Simpsons,25,10,TV Series,6.9,1265,8.7,432638,22.0,"Animation ,Comedy",12.0,1.0,2014.0
97,The Simpsons,25,11,TV Series,7.1,1186,8.7,432638,22.0,"Animation ,Comedy",26.0,1.0,2014.0
97,The Simpsons,25,12,TV Series,6.3,1176,8.7,432638,22.0,"Animation ,Comedy",9.0,3.0,2014.0
97,The Simpsons,25,13,TV Series,6.6,1256,8.7,432638,22.0,"Animation ,Comedy",9.0,3.0,2014.0
97,The Simpsons,25,14,TV Series,6.6,1155,8.7,432638,22.0,"Animation ,Comedy",16.0,3.0,2014.0
97,The Simpsons,25,15,TV Series,6.9,1127,8.7,432638,22.0,"Animation ,Comedy",23.0,3.0,2014.0
97,The Simpsons,25,16,TV Series,6.7,1160,8.7,432638,22.0,"Animation ,Comedy",30.0,3.0,2014.0
97,The Simpsons,25,17,TV Series,6.4,1169,8.7,432638,22.0,"Animation ,Comedy",6.0,4.0,2014.0
97,The Simpsons,25,18,TV Series,7.0,1326,8.7,432638,22.0,"Animation ,Comedy",13.0,4.0,2014.0
97,The Simpsons,25,19,TV Series,5.8,1164,8.7,432638,22.0,"Animation ,Comedy",27.0,4.0,2014.0
97,The Simpsons,25,20,TV Series,7.9,1866,8.7,432638,22.0,"Animation ,Comedy",4.0,5.0,2014.0
97,The Simpsons,25,21,TV Series,6.6,1126,8.7,432638,22.0,"Animation ,Comedy",11.0,5.0,2014.0
97,The Simpsons,25,22,TV Series,6.6,1126,8.7,432638,22.0,"Animation ,Comedy",18.0,5.0,2014.0
97,The Simpsons,26,1,TV Series,5.7,1473,8.7,432638,22.0,"Animation ,Comedy",28.0,9.0,2014.0
97,The Simpsons,26,2,TV Series,6.7,1231,8.7,432638,22.0,"Animation ,Comedy",5.0,10.0,2014.0
97,The Simpsons,26,3,TV Series,6.4,1163,8.7,432638,22.0,"Animation ,Comedy",12.0,10.0,2014.0
97,The Simpsons,26,4,TV Series,7.4,1604,8.7,432638,22.0,"Animation ,Comedy",19.0,10.0,2014.0
97,The Simpsons,26,5,TV Series,6.3,1130,8.7,432638,22.0,"Animation ,Comedy",2.0,11.0,2014.0
97,The Simpsons,26,6,TV Series,7.9,2240,8.7,432638,22.0,"Animation ,Comedy",9.0,11.0,2014.0
97,The Simpsons,26,7,TV Series,6.8,1205,8.7,432638,22.0,"Animation ,Comedy",16.0,11.0,2014.0
97,The Simpsons,26,8,TV Series,6.4,1160,8.7,432638,22.0,"Animation ,Comedy",23.0,11.0,2014.0
97,The Simpsons,26,9,TV Series,6.8,1158,8.7,432638,22.0,"Animation ,Comedy",7.0,12.0,2014.0
97,The Simpsons,26,10,TV Series,6.6,1354,8.7,432638,22.0,"Animation ,Comedy",4.0,1.0,2015.0
97,The Simpsons,26,11,TV Series,7.1,1200,8.7,432638,22.0,"Animation ,Comedy",11.0,1.0,2015.0
97,The Simpsons,26,12,TV Series,5.4,1400,8.7,432638,22.0,"Animation ,Comedy",25.0,1.0,2015.0
97,The Simpsons,26,13,TV Series,6.2,1054,8.7,432638,22.0,"Animation ,Comedy",8.0,2.0,2015.0
97,The Simpsons,26,14,TV Series,6.6,1036,8.7,432638,22.0,"Animation ,Comedy",15.0,2.0,2015.0
97,The Simpsons,26,15,TV Series,6.4,1067,8.7,432638,22.0,"Animation ,Comedy",1.0,3.0,2015.0
97,The Simpsons,26,16,TV Series,6.7,1099,8.7,432638,22.0,"Animation ,Comedy",8.0,3.0,2015.0
97,The Simpsons,26,17,TV Series,6.6,1038,8.7,432638,22.0,"Animation ,Comedy",15.0,3.0,2015.0
97,The Simpsons,26,18,TV Series,6.6,993,8.7,432638,22.0,"Animation ,Comedy",19.0,4.0,2015.0
97,The Simpsons,26,19,TV Series,6.7,1001,8.7,432638,22.0,"Animation ,Comedy",26.0,4.0,2015.0
97,The Simpsons,26,20,TV Series,6.0,980,8.7,432638,22.0,"Animation ,Comedy",3.0,5.0,2015.0
97,The Simpsons,26,21,TV Series,6.5,1004,8.7,432638,22.0,"Animation ,Comedy",10.0,5.0,2015.0
97,The Simpsons,26,22,TV Series,6.7,1043,8.7,432638,22.0,"Animation ,Comedy",17.0,5.0,2015.0
97,The Simpsons,27,1,TV Series,5.6,1413,8.7,432638,22.0,"Animation ,Comedy",27.0,9.0,2015.0
97,The Simpsons,27,2,TV Series,6.5,1178,8.7,432638,22.0,"Animation ,Comedy",4.0,10.0,2015.0
97,The Simpsons,27,3,TV Series,6.9,1163,8.7,432638,22.0,"Animation ,Comedy",11.0,10.0,2015.0
97,The Simpsons,27,4,TV Series,7.6,1624,8.7,432638,22.0,"Animation ,Comedy",18.0,10.0,2015.0
97,The Simpsons,27,5,TV Series,6.5,1318,8.7,432638,22.0,"Animation ,Comedy",25.0,10.0,2015.0
97,The Simpsons,27,6,TV Series,6.6,1038,8.7,432638,22.0,"Animation ,Comedy",8.0,11.0,2015.0
97,The Simpsons,27,7,TV Series,5.9,1057,8.7,432638,22.0,"Animation ,Comedy",22.0,11.0,2015.0
97,The Simpsons,27,8,TV Series,6.8,1029,8.7,432638,22.0,"Animation ,Comedy",6.0,12.0,2015.0
97,The Simpsons,27,9,TV Series,8.4,2351,8.7,432638,22.0,"Animation ,Comedy",13.0,12.0,2015.0
97,The Simpsons,27,10,TV Series,6.6,1134,8.7,432638,22.0,"Animation ,Comedy",3.0,1.0,2016.0
97,The Simpsons,27,11,TV Series,6.5,1063,8.7,432638,22.0,"Animation ,Comedy",10.0,1.0,2016.0
97,The Simpsons,27,12,TV Series,6.5,1012,8.7,432638,22.0,"Animation ,Comedy",17.0,1.0,2016.0
97,The Simpsons,27,13,TV Series,6.3,973,8.7,432638,22.0,"Animation ,Comedy",14.0,2.0,2016.0
97,The Simpsons,27,14,TV Series,6.5,1097,8.7,432638,22.0,"Animation ,Comedy",21.0,2.0,2016.0
97,The Simpsons,27,15,TV Series,6.4,982,8.7,432638,22.0,"Animation ,Comedy",6.0,3.0,2016.0
97,The Simpsons,27,16,TV Series,7.0,1064,8.7,432638,22.0,"Animation ,Comedy",13.0,3.0,2016.0
97,The Simpsons,27,17,TV Series,6.4,975,8.7,432638,22.0,"Animation ,Comedy",3.0,4.0,2016.0
97,The Simpsons,27,18,TV Series,6.2,923,8.7,432638,22.0,"Animation ,Comedy",10.0,4.0,2016.0
97,The Simpsons,27,19,TV Series,7.1,1065,8.7,432638,22.0,"Animation ,Comedy",24.0,4.0,2016.0
97,The Simpsons,27,20,TV Series,6.7,916,8.7,432638,22.0,"Animation ,Comedy",8.0,5.0,2016.0
97,The Simpsons,27,21,TV Series,6.3,939,8.7,432638,22.0,"Animation ,Comedy",15.0,5.0,2016.0
97,The Simpsons,27,22,TV Series,6.6,972,8.7,432638,22.0,"Animation ,Comedy",22.0,5.0,2016.0
97,The Simpsons,28,1,TV Series,6.1,1069,8.7,432638,22.0,"Animation ,Comedy",25.0,9.0,2016.0
97,The Simpsons,28,2,TV Series,6.6,1027,8.7,432638,22.0,"Animation ,Comedy",2.0,10.0,2016.0
97,The Simpsons,28,3,TV Series,7.0,1150,8.7,432638,22.0,"Animation ,Comedy",9.0,10.0,2016.0
97,The Simpsons,28,4,TV Series,6.8,1286,8.7,432638,22.0,"Animation ,Comedy",16.0,10.0,2016.0
97,The Simpsons,28,5,TV Series,6.3,954,8.7,432638,22.0,"Animation ,Comedy",23.0,10.0,2016.0
97,The Simpsons,28,6,TV Series,6.6,959,8.7,432638,22.0,"Animation ,Comedy",6.0,11.0,2016.0
97,The Simpsons,28,7,TV Series,6.2,944,8.7,432638,22.0,"Animation ,Comedy",13.0,11.0,2016.0
97,The Simpsons,28,8,TV Series,6.5,921,8.7,432638,22.0,"Animation ,Comedy",20.0,11.0,2016.0
97,The Simpsons,28,9,TV Series,6.4,882,8.7,432638,22.0,"Animation ,Comedy",4.0,12.0,2016.0
97,The Simpsons,28,10,TV Series,5.9,970,8.7,432638,22.0,"Animation ,Comedy",11.0,12.0,2016.0
97,The Simpsons,28,11,TV Series,6.7,942,8.7,432638,22.0,"Animation ,Comedy",8.0,1.0,2017.0
97,The Simpsons,28,12,TV Series,6.2,1139,8.7,432638,22.0,"Animation ,Comedy",15.0,1.0,2017.0
97,The Simpsons,28,14,TV Series,6.4,910,8.7,432638,22.0,"Animation ,Comedy",12.0,2.0,2017.0
97,The Simpsons,28,15,TV Series,6.5,922,8.7,432638,22.0,"Animation ,Comedy",19.0,2.0,2017.0
97,The Simpsons,28,16,TV Series,6.5,912,8.7,432638,22.0,"Animation ,Comedy",5.0,3.0,2017.0
97,The Simpsons,28,17,TV Series,6.5,953,8.7,432638,22.0,"Animation ,Comedy",12.0,3.0,2017.0
97,The Simpsons,28,18,TV Series,6.8,924,8.7,432638,22.0,"Animation ,Comedy",19.0,3.0,2017.0
97,The Simpsons,28,19,TV Series,6.1,940,8.7,432638,22.0,"Animation ,Comedy",2.0,4.0,2017.0
97,The Simpsons,28,20,TV Series,6.8,919,8.7,432638,22.0,"Animation ,Comedy",30.0,4.0,2017.0
97,The Simpsons,28,21,TV Series,6.1,862,8.7,432638,22.0,"Animation ,Comedy",7.0,5.0,2017.0
97,The Simpsons,28,22,TV Series,6.4,862,8.7,432638,22.0,"Animation ,Comedy",21.0,5.0,2017.0
97,The Simpsons,29,1,TV Series,6.8,1393,8.7,432638,22.0,"Animation ,Comedy",1.0,10.0,2017.0
97,The Simpsons,29,2,TV Series,6.6,1101,8.7,432638,22.0,"Animation ,Comedy",8.0,10.0,2017.0
97,The Simpsons,29,3,TV Series,6.2,998,8.7,432638,22.0,"Animation ,Comedy",15.0,10.0,2017.0
97,The Simpsons,29,4,TV Series,7.1,1395,8.7,432638,22.0,"Animation ,Comedy",22.0,10.0,2017.0
97,The Simpsons,29,5,TV Series,6.4,957,8.7,432638,22.0,"Animation ,Comedy",5.0,11.0,2017.0
97,The Simpsons,29,6,TV Series,6.3,971,8.7,432638,22.0,"Animation ,Comedy",12.0,11.0,2017.0
97,The Simpsons,29,7,TV Series,6.4,961,8.7,432638,22.0,"Animation ,Comedy",19.0,11.0,2017.0
97,The Simpsons,29,8,TV Series,6.8,1056,8.7,432638,22.0,"Animation ,Comedy",3.0,12.0,2017.0
97,The Simpsons,29,9,TV Series,7.2,1167,8.7,432638,22.0,"Animation ,Comedy",10.0,12.0,2017.0
97,The Simpsons,29,10,TV Series,6.5,1000,8.7,432638,22.0,"Animation ,Comedy",7.0,1.0,2018.0
97,The Simpsons,29,11,TV Series,6.3,907,8.7,432638,22.0,"Animation ,Comedy",14.0,1.0,2018.0
97,The Simpsons,29,12,TV Series,6.7,1004,8.7,432638,22.0,"Animation ,Comedy",18.0,3.0,2018.0
97,The Simpsons,29,13,TV Series,6.6,904,8.7,432638,22.0,"Animation ,Comedy",25.0,3.0,2018.0
97,The Simpsons,29,14,TV Series,6.0,862,8.7,432638,22.0,"Animation ,Comedy",1.0,4.0,2018.0
97,The Simpsons,29,15,TV Series,6.3,881,8.7,432638,22.0,"Animation ,Comedy",8.0,4.0,2018.0
97,The Simpsons,29,16,TV Series,6.3,852,8.7,432638,22.0,"Animation ,Comedy",15.0,4.0,2018.0
97,The Simpsons,29,17,TV Series,6.7,939,8.7,432638,22.0,"Animation ,Comedy",22.0,4.0,2018.0
97,The Simpsons,29,18,TV Series,7.0,940,8.7,432638,22.0,"Animation ,Comedy",29.0,4.0,2018.0
97,The Simpsons,29,19,TV Series,6.6,874,8.7,432638,22.0,"Animation ,Comedy",6.0,5.0,2018.0
97,The Simpsons,29,20,TV Series,6.7,957,8.7,432638,22.0,"Animation ,Comedy",13.0,5.0,2018.0
97,The Simpsons,29,21,TV Series,7.6,1280,8.7,432638,22.0,"Animation ,Comedy",20.0,5.0,2018.0
97,The Simpsons,30,1,TV Series,6.3,1193,8.7,432638,22.0,"Animation ,Comedy",30.0,9.0,2018.0
97,The Simpsons,30,2,TV Series,6.2,1077,8.7,432638,22.0,"Animation ,Comedy",7.0,10.0,2018.0
97,The Simpsons,30,3,TV Series,6.3,1035,8.7,432638,22.0,"Animation ,Comedy",14.0,10.0,2018.0
97,The Simpsons,30,4,TV Series,6.0,1202,8.7,432638,22.0,"Animation ,Comedy",21.0,10.0,2018.0
97,The Simpsons,30,5,TV Series,7.0,993,8.7,432638,22.0,"Animation ,Comedy",4.0,11.0,2018.0
97,The Simpsons,30,6,TV Series,6.5,926,8.7,432638,22.0,"Animation ,Comedy",11.0,11.0,2018.0
97,The Simpsons,30,7,TV Series,5.9,1107,8.7,432638,22.0,"Animation ,Comedy",18.0,11.0,2018.0
97,The Simpsons,30,8,TV Series,6.5,894,8.7,432638,22.0,"Animation ,Comedy",25.0,11.0,2018.0
97,The Simpsons,30,9,TV Series,6.8,904,8.7,432638,22.0,"Animation ,Comedy",2.0,12.0,2018.0
97,The Simpsons,30,10,TV Series,6.7,907,8.7,432638,22.0,"Animation ,Comedy",9.0,12.0,2018.0
97,The Simpsons,30,11,TV Series,6.0,1054,8.7,432638,22.0,"Animation ,Comedy",6.0,1.0,2019.0
97,The Simpsons,30,12,TV Series,6.5,933,8.7,432638,22.0,"Animation ,Comedy",13.0,1.0,2019.0
97,The Simpsons,30,13,TV Series,6.8,925,8.7,432638,22.0,"Animation ,Comedy",10.0,2.0,2019.0
97,The Simpsons,30,14,TV Series,6.2,844,8.7,432638,22.0,"Animation ,Comedy",17.0,2.0,2019.0
97,The Simpsons,30,15,TV Series,6.5,807,8.7,432638,22.0,"Animation ,Comedy",3.0,3.0,2019.0
97,The Simpsons,30,16,TV Series,5.8,819,8.7,432638,22.0,"Animation ,Comedy",10.0,3.0,2019.0
97,The Simpsons,30,17,TV Series,6.4,899,8.7,432638,22.0,"Animation ,Comedy",17.0,3.0,2019.0
97,The Simpsons,30,18,TV Series,5.0,1686,8.7,432638,22.0,"Animation ,Comedy",24.0,3.0,2019.0
97,The Simpsons,30,19,TV Series,6.5,861,8.7,432638,22.0,"Animation ,Comedy",31.0,3.0,2019.0
97,The Simpsons,30,20,TV Series,5.6,868,8.7,432638,22.0,"Animation ,Comedy",7.0,4.0,2019.0
97,The Simpsons,30,21,TV Series,5.8,1010,8.7,432638,22.0,"Animation ,Comedy",28.0,4.0,2019.0
97,The Simpsons,30,22,TV Series,6.2,847,8.7,432638,22.0,"Animation ,Comedy",5.0,5.0,2019.0
97,The Simpsons,30,23,TV Series,6.2,827,8.7,432638,22.0,"Animation ,Comedy",12.0,5.0,2019.0
97,The Simpsons,31,1,TV Series,5.9,1147,8.7,432638,22.0,"Animation ,Comedy",29.0,9.0,2019.0
97,The Simpsons,31,2,TV Series,6.0,1059,8.7,432638,22.0,"Animation ,Comedy",6.0,10.0,2019.0
97,The Simpsons,31,3,TV Series,6.5,943,8.7,432638,22.0,"Animation ,Comedy",13.0,10.0,2019.0
97,The Simpsons,31,4,TV Series,6.8,1215,8.7,432638,22.0,"Animation ,Comedy",20.0,10.0,2019.0
97,The Simpsons,31,5,TV Series,6.3,877,8.7,432638,22.0,"Animation ,Comedy",3.0,11.0,2019.0
97,The Simpsons,31,6,TV Series,5.7,995,8.7,432638,22.0,"Animation ,Comedy",10.0,11.0,2019.0
97,The Simpsons,31,7,TV Series,6.6,943,8.7,432638,22.0,"Animation ,Comedy",17.0,11.0,2019.0
97,The Simpsons,31,8,TV Series,7.3,1180,8.7,432638,22.0,"Animation ,Comedy",24.0,11.0,2019.0
97,The Simpsons,31,9,TV Series,6.5,1035,8.7,432638,22.0,"Animation ,Comedy",1.0,12.0,2019.0
97,The Simpsons,31,10,TV Series,6.5,871,8.7,432638,22.0,"Animation ,Comedy",15.0,12.0,2019.0
97,The Simpsons,31,11,TV Series,6.1,783,8.7,432638,22.0,"Animation ,Comedy",5.0,1.0,2020.0
97,The Simpsons,31,12,TV Series,6.5,795,8.7,432638,22.0,"Animation ,Comedy",16.0,2.0,2020.0
97,The Simpsons,31,13,TV Series,6.0,774,8.7,432638,22.0,"Animation ,Comedy",23.0,2.0,2020.0
97,The Simpsons,31,14,TV Series,7.2,1032,8.7,432638,22.0,"Animation ,Comedy",1.0,3.0,2020.0
97,The Simpsons,31,15,TV Series,6.5,782,8.7,432638,22.0,"Animation ,Comedy",8.0,3.0,2020.0
97,The Simpsons,31,16,TV Series,6.5,751,8.7,432638,22.0,"Animation ,Comedy",15.0,3.0,2020.0
97,The Simpsons,31,17,TV Series,6.9,832,8.7,432638,22.0,"Animation ,Comedy",22.0,3.0,2020.0
97,The Simpsons,31,18,TV Series,6.4,736,8.7,432638,22.0,"Animation ,Comedy",19.0,4.0,2020.0
97,The Simpsons,31,19,TV Series,6.1,849,8.7,432638,22.0,"Animation ,Comedy",26.0,4.0,2020.0
97,The Simpsons,31,20,TV Series,5.8,808,8.7,432638,22.0,"Animation ,Comedy",3.0,5.0,2020.0
97,The Simpsons,31,21,TV Series,6.6,811,8.7,432638,22.0,"Animation ,Comedy",10.0,5.0,2020.0
97,The Simpsons,31,22,TV Series,7.5,988,8.7,432638,22.0,"Animation ,Comedy",17.0,5.0,2020.0
97,The Simpsons,32,1,TV Series,6.5,1071,8.7,432638,22.0,"Animation ,Comedy",27.0,9.0,2020.0
97,The Simpsons,32,2,TV Series,6.8,1046,8.7,432638,22.0,"Animation ,Comedy",4.0,10.0,2020.0
97,The Simpsons,32,3,TV Series,5.8,923,8.7,432638,22.0,"Animation ,Comedy",11.0,10.0,2020.0
97,The Simpsons,32,4,TV Series,6.4,1315,8.7,432638,22.0,"Animation ,Comedy",1.0,11.0,2020.0
97,The Simpsons,32,5,TV Series,5.8,932,8.7,432638,22.0,"Animation ,Comedy",8.0,11.0,2020.0
97,The Simpsons,32,6,TV Series,6.7,865,8.7,432638,22.0,"Animation ,Comedy",15.0,11.0,2020.0
97,The Simpsons,32,7,TV Series,6.3,798,8.7,432638,22.0,"Animation ,Comedy",22.0,11.0,2020.0
97,The Simpsons,32,8,TV Series,6.6,944,8.7,432638,22.0,"Animation ,Comedy",29.0,11.0,2020.0
97,The Simpsons,32,9,TV Series,6.3,809,8.7,432638,22.0,"Animation ,Comedy",6.0,12.0,2020.0
